date,open,high,low,close,adj_close,volume,high_20,low_20,vol_sma20,atr14
2019-03-15,154.53,155.87,154.33,154.76,141.3341,22025900,159.5,150.61,20577135.0,1.6915
2019-03-18,155.06,156.45,154.48,155.75,142.2382,24510200,159.5,150.61,20440635.0,1.7114
2019-03-19,156.48,156.53,154.57,154.96,141.5168,18633100,159.5,150.61,20579445.0,1.7292
2019-03-20,154.54,155.42,152.41,153.26,140.3373,29463200,159.5,150.61,21136735.0,1.8206
2019-03-21,152.73,156.06,152.73,155.27,142.1778,31845000,159.5,150.61,21854135.0,1.9285
2019-03-22,154.2,154.54,149.57,149.62,137.0043,40663000,159.5,149.57,22866695.0,2.1979
2019-03-25,149.48,151.32,148.41,150.28,137.6086,26454700,158.78,148.41,23291575.0,2.2487
2019-03-26,151.47,152.82,150.79,151.86,139.0554,21308600,158.78,148.41,23282140.0,2.2695
2019-03-27,151.71,152.21,149.48,151.27,138.5151,23477100,158.78,148.41,23546250.0,2.3024
2019-03-28,151.79,152.93,150.93,152.62,139.7513,19473300,158.78,148.41,23612150.0,2.2808
2019-03-29,153.68,153.97,152.1,153.09,140.1817,28298900,158.78,148.41,24064740.0,2.2515
2019-04-01,154.29,154.92,153.72,154.76,141.7109,20075200,156.95,148.41,23903410.0,2.2214
2019-04-02,154.87,154.88,153.51,154.36,141.3446,18253500,156.53,148.41,23976175.0,2.1606
2019-04-03,155.74,156.15,154.73,155.16,142.0771,19554700,156.53,148.41,23473680.0,2.1341
2019-04-04,155.28,156.01,154.84,155.92,142.773,15909500,156.53,148.41,22928030.0,2.0652
2019-04-05,156.3,157.47,156.19,157.38,144.1099,21379000,157.47,148.41,22973640.0,2.0284
2019-04-08,156.85,157.5,156.07,157.12,143.8718,14202400,157.5,148.41,22641035.0,1.9857
2019-04-09,156.46,156.7,154.91,155.2,142.1138,18534200,157.5,148.41,22619405.0,2.0017
2019-04-10,155.48,157.36,155.33,157.31,144.0458,18938800,157.5,148.41,22360890.0,2.013
2019-04-11,157.52,157.68,156.81,157.11,143.8627,12218700,157.68,148.41,22260950.0,1.9314
2019-04-12,158.13,158.16,157.11,157.68,144.3846,14120300,158.16,148.41,21865670.0,1.8684
2019-04-15,157.95,158.1,156.5,157.17,143.9176,10964000,158.16,148.41,21188360.0,1.8492
2019-04-16,157.71,157.9,156.98,157.54,144.2565,16782900,158.16,148.41,21095850.0,1.7829
2019-04-17,158.09,158.11,155.2,156.1,142.9379,17108500,158.16,148.41,20478115.0,1.8634
2019-04-18,156.11,156.28,154.66,155.64,142.5167,23276300,158.16,148.41,20049680.0,1.846
2019-04-22,155.31,155.81,154.52,155.23,142.1412,15596800,158.16,148.41,18796370.0,1.8063
2019-04-23,155.37,158.05,155.36,157.57,144.284,23396100,158.16,149.48,18643440.0,1.8787
2019-04-24,157.62,158.69,157.37,158.06,144.7326,18053100,158.69,149.48,18480665.0,1.8388
2019-04-25,157.33,157.47,155.47,156.75,143.5331,19365100,158.69,150.93,18275065.0,1.8924
2019-04-26,156.96,158.49,156.4,158.27,144.9249,16999100,158.69,152.1,18151355.0,1.9065
2019-04-29,158.62,159.61,158.49,159.03,145.6208,13698900,159.61,153.51,17421355.0,1.8661
2019-04-30,159.15,159.19,156.96,158.29,144.9432,24127500,159.61,153.51,17623970.0,1.8921
2019-05-01,158.67,158.73,156.71,156.79,143.5697,17734300,159.61,154.52,17598010.0,1.9012
2019-05-02,156.64,158.15,155.68,157.52,144.2381,22715700,159.61,154.52,17756060.0,1.9418
2019-05-03,158.31,160.64,158.19,160.53,146.9943,20178800,160.64,154.52,17969525.0,2.026
2019-05-06,158.18,161.11,158.01,160.71,147.1592,21262100,161.11,154.52,17963680.0,2.1027
2019-05-07,159.31,159.87,156.25,157.53,144.2473,25434500,161.11,154.52,18525285.0,2.2711
2019-05-08,157.26,158.09,156.65,156.76,143.5423,16113700,161.11,154.52,18404260.0,2.2117
2019-05-09,155.52,156.65,153.74,156.19,143.0203,25259900,161.11,153.74,18720315.0,2.2695
2019-05-10,155.59,156.83,153.67,156.62,143.414,26544700,161.11,153.67,19436615.0,2.3331
2019-05-13,153.69,154.02,151.16,151.63,138.8448,26936500,161.11,151.16,20077425.0,2.5564
2019-05-14,151.96,154.17,151.7,153.54,140.5937,15519200,161.11,151.16,20305185.0,2.5552
2019-05-15,152.4,154.41,152.07,154.04,141.0516,18410600,161.11,151.16,20386570.0,2.5399
2019-05-16,154.51,156.18,154.44,155.0,141.9306,13772100,161.11,151.16,20219750.0,2.5113
2019-05-17,153.82,155.27,152.66,152.84,139.9527,21534000,161.11,151.16,20132635.0,2.5184
2019-05-20,151.93,152.82,151.41,151.78,138.9821,18689800,161.11,151.16,20287285.0,2.4406
2019-05-21,152.63,154.04,152.58,153.82,140.8501,11659100,161.11,151.16,19700435.0,2.4277
2019-05-22,153.22,153.59,152.0,152.53,139.6689,13922600,161.11,151.16,19493910.0,2.3843
2019-05-23,151.06,151.06,148.58,149.39,136.7937,26379400,161.11,148.58,19844625.0,2.4961
2019-05-24,150.38,151.09,149.79,150.79,138.0756,16093100,161.11,148.58,19799325.0,2.4393
2019-05-28,151.01,151.65,149.58,149.59,136.9768,14042200,161.11,148.58,19816490.0,2.4129
2019-05-29,148.84,148.93,147.36,148.34,135.8322,22622300,161.11,147.36,19741230.0,2.3998
2019-05-30,148.75,149.58,147.04,147.93,135.4568,17739100,161.11,147.04,19741470.0,2.4098
2019-05-31,146.19,146.84,145.32,145.86,133.5613,25411300,161.11,145.32,19876250.0,2.4241
2019-06-03,146.13,147.21,145.33,146.37,134.0283,26554500,161.11,145.32,20195035.0,2.3853
2019-06-04,147.92,150.29,146.42,150.16,137.4987,21217600,159.87,145.32,20192810.0,2.4949
2019-06-05,150.76,150.89,148.61,150.19,137.5262,18184100,158.09,145.32,19830290.0,2.4795
2019-06-06,150.12,150.52,148.31,149.8,137.1691,20772500,156.83,145.32,20063230.0,2.4603
2019-06-07,150.35,151.51,150.02,150.86,138.1397,17107500,156.83,145.32,19655610.0,2.4067
2019-06-10,151.45,153.14,151.45,151.75,138.9547,18912300,156.18,145.32,19273990.0,2.3977
2019-06-11,152.87,153.23,150.58,151.3,138.5426,15373000,156.18,145.32,18695815.0,2.4157
2019-06-12,151.18,151.78,150.62,151.47,138.6983,11957600,156.18,145.32,18517735.0,2.326
2019-06-13,152.31,153.18,151.87,153.07,140.1634,14839400,156.18,145.32,18339175.0,2.282
2019-06-14,152.88,152.94,151.72,151.73,138.9363,16154800,155.27,145.32,18458310.0,2.2154
2019-06-17,151.87,152.9,151.67,152.24,139.8948,12509300,154.04,145.32,18007075.0,2.145
2019-06-18,153.27,155.15,152.26,154.01,141.5212,22100800,155.15,145.32,18177625.0,2.1997
2019-06-19,154.19,154.7,153.4,154.56,142.0266,15625000,155.15,145.32,18375920.0,2.1354
2019-06-20,156.05,156.22,154.44,155.29,142.6974,17595700,156.22,145.32,18559575.0,2.11
2019-06-21,155.13,155.17,153.61,153.95,141.4661,19854400,156.22,145.32,18233325.0,2.0793
2019-06-24,154.36,154.41,152.0,152.08,139.7477,24002600,156.22,145.32,18628800.0,2.1029
2019-06-25,152.31,152.5,151.0,151.15,138.8931,17462200,156.22,145.32,18799800.0,2.0599
2019-06-26,151.7,152.22,150.76,150.8,138.5715,15726900,156.22,145.32,18455030.0,2.017
2019-06-27,151.24,153.77,151.24,153.63,141.1721,22278400,156.22,145.32,18681995.0,2.0851
2019-06-28,153.95,156.02,153.94,155.5,142.8904,35089900,156.22,145.33,19165925.0,2.1069
2019-07-01,157.54,158.03,155.22,156.1,143.4418,22850500,158.03,146.42,18980725.0,2.1571
2019-07-02,156.02,156.12,154.26,155.15,142.5688,19024600,158.03,148.31,18871075.0,2.1359
2019-07-03,155.6,156.34,155.17,156.26,143.5888,9115100,158.03,148.31,18417625.0,2.0683
2019-07-05,155.49,156.74,154.86,156.68,143.9747,14156700,158.03,150.02,18086835.0,2.0549
2019-07-08,156.21,156.48,154.89,155.19,142.6056,9735700,158.03,150.58,17718245.0,2.0359
2019-07-09,154.54,155.43,154.48,155.4,142.7985,12381600,158.03,150.58,17391710.0,1.9584
2019-07-10,156.2,156.56,154.85,155.67,143.0466,17325400,158.03,150.62,17489330.0,1.9406
2019-07-11,155.89,155.94,154.22,154.91,142.3483,14260800,158.03,150.76,17604490.0,1.9249
2019-07-12,155.14,156.67,154.88,156.11,143.4509,16678000,158.03,150.76,17696420.0,1.9152
2019-07-15,156.56,156.59,154.85,155.29,142.6974,12194300,158.03,150.76,17498395.0,1.9027
2019-07-16,155.13,156.2,154.67,155.24,142.6515,15152700,158.03,150.76,17630565.0,1.8761
2019-07-17,155.24,155.34,153.73,154.13,141.6315,14155100,158.03,150.76,17233280.0,1.8571
2019-07-18,154.08,155.01,153.73,154.71,142.1645,15705500,158.03,150.76,17237305.0,1.8159
2019-07-19,154.94,155.43,153.82,153.82,141.3467,17182600,158.03,150.76,17216650.0,1.8012
2019-07-22,154.24,154.7,153.4,153.68,141.218,14474600,158.03,150.76,16947660.0,1.7654
2019-07-23,154.28,154.72,153.54,154.7,142.1553,15493200,158.03,150.76,16522190.0,1.7236
2019-07-24,154.29,157.45,154.12,157.26,144.5077,23823100,158.03,150.76,16840235.0,1.8383
2019-07-25,157.18,157.24,155.09,155.36,142.7617,17902500,158.03,151.24,16949015.0,1.862
2019-07-26,155.58,157.42,155.5,157.2,144.4526,14260300,158.03,153.4,16548110.0,1.8761
2019-07-29,157.19,157.36,155.6,156.15,143.4877,13192200,158.03,153.4,15453225.0,1.8678
2019-07-30,155.06,157.84,154.71,157.84,145.0407,1200,157.84,153.4,14310760.0,1.958
2019-07-31,157.78,159.23,155.55,156.56,143.8645,40445900,159.23,153.4,15381825.0,2.081
2019-08-01,156.88,158.17,153.59,154.29,141.7785,38070200,159.23,153.4,16829580.0,2.2595
2019-08-02,153.35,153.75,151.28,152.58,140.2072,30148300,159.23,151.28,17629160.0,2.3131
2019-08-05,149.78,149.92,146.21,148.0,135.9986,39221500,159.23,146.21,19103450.0,2.6029
2019-08-06,148.9,149.7,147.38,149.36,137.2483,24283300,159.23,146.21,19698535.0,2.5827
2019-08-07,147.92,149.71,146.69,149.32,137.2115,23952100,159.23,146.21,20029870.0,2.6139
2019-08-08,150.15,152.63,149.99,152.54,140.1705,19415600,159.23,146.21,20287610.0,2.6636
2019-08-09,152.09,152.15,150.03,150.62,138.4061,19313200,159.23,146.21,20419370.0,2.6527
2019-08-12,149.81,150.12,148.33,148.67,136.6143,15963000,159.23,146.21,20607805.0,2.6268
2019-08-13,148.34,151.79,147.67,150.27,138.0845,21912600,159.23,146.21,20945800.0,2.7334
2019-08-14,147.95,147.98,145.72,146.07,134.2251,28235800,159.23,145.72,21649835.0,2.8632
2019-08-15,146.62,146.67,144.79,145.49,133.6921,24202400,159.23,144.79,22074680.0,2.7929
2019-08-16,146.14,148.91,146.11,148.63,136.5775,22783400,159.23,144.79,22354720.0,2.8377
2019-08-19,150.32,150.89,149.95,150.13,137.9558,17023400,159.23,144.79,22482160.0,2.7965
2019-08-20,149.92,150.01,148.99,149.15,137.0553,13324100,159.23,144.79,22373705.0,2.6781
2019-08-21,150.62,150.65,149.79,150.38,138.1856,13446100,159.23,144.79,21854855.0,2.594
2019-08-22,150.67,151.08,149.14,150.03,137.864,12979100,159.23,144.79,21608685.0,2.5473
2019-08-23,149.22,150.11,144.93,145.43,133.637,36974600,159.23,144.79,22744400.0,2.7353
2019-08-26,146.8,147.05,145.71,147.03,135.1073,19167100,159.23,144.79,23043145.0,2.6557
2019-08-27,147.96,148.02,144.68,144.85,133.104,24546200,159.23,144.68,24270395.0,2.7045
2019-08-28,144.56,147.39,144.25,146.54,134.6569,20115500,158.17,144.25,23253875.0,2.7357
2019-08-29,148.15,149.29,147.96,149.11,137.0186,18786300,153.75,144.25,22289680.0,2.7367
2019-08-30,149.89,149.97,148.04,148.84,136.7705,18727100,152.63,144.25,21718620.0,2.6791
2019-09-03,147.45,148.32,146.0,146.66,134.7673,20688000,152.63,144.25,20791945.0,2.6906
2019-09-04,148.01,148.36,147.18,147.84,135.8515,13107500,152.63,144.25,20233155.0,2.6198
2019-09-05,149.85,151.91,149.37,150.59,138.3786,25666700,152.63,144.25,20318885.0,2.7234
2019-09-06,150.7,151.23,149.83,149.9,137.7446,14645900,152.15,144.25,20080400.0,2.6289
2019-09-09,150.57,152.24,150.06,151.91,139.5915,25780100,152.24,144.25,20403745.0,2.6082
2019-09-10,151.68,153.95,150.89,153.85,141.3742,29576200,153.95,144.25,21084405.0,2.6405
2019-09-11,154.52,157.16,153.56,157.0,144.2688,42970500,157.16,144.25,22137300.0,2.709
2019-09-12,157.18,157.9,155.57,157.04,144.3055,38648300,157.9,144.25,22657925.0,2.682
2019-09-13,157.85,158.92,157.13,157.31,144.5536,31042800,158.92,144.25,22999945.0,2.6247
2019-09-16,156.97,158.75,156.7,157.9,145.0958,23242600,158.92,144.25,23022905.0,2.5836
2019-09-17,157.36,157.57,156.45,157.49,144.719,22986700,158.92,144.25,23321070.0,2.5027
2019-09-18,157.48,157.5,155.07,156.52,143.8277,19735700,158.92,144.25,23641650.0,2.4975
2019-09-19,156.8,157.82,155.53,155.76,143.1293,21531600,158.92,144.25,24045925.0,2.4826
2019-09-20,155.64,156.65,154.45,155.43,142.826,22707200,158.92,144.25,24532330.0,2.4625
2019-09-23,154.86,155.95,154.56,155.31,142.7159,14944600,158.92,144.25,23430830.0,2.3859
2019-09-24,155.15,155.29,151.84,152.43,140.5617,27576700,158.92,144.25,23851310.0,2.4633
2019-09-25,152.28,154.36,151.8,154.1,142.1017,21917500,158.92,144.25,23719875.0,2.4702
2019-09-26,153.92,153.92,151.95,152.38,140.5156,20641600,158.92,146.0,23746180.0,2.4473
2019-09-27,152.82,153.22,150.5,151.16,139.3906,20181900,158.92,146.0,23815960.0,2.4668
2019-09-30,151.37,152.26,150.79,151.34,139.5565,16905400,158.92,146.0,23724875.0,2.3956
2019-10-01,152.11,153.35,148.05,148.37,136.8178,34093500,158.92,147.18,24395150.0,2.6031
2019-10-02,147.63,147.63,145.86,147.25,135.785,24894600,158.92,145.86,24984505.0,2.5964
2019-10-03,146.69,147.94,144.93,147.74,136.2369,25362800,158.92,144.93,24969310.0,2.626
2019-10-04,147.99,149.25,147.12,149.14,137.5279,18640400,158.92,144.93,25169035.0,2.5905
2019-10-07,148.78,150.07,148.12,148.88,137.2881,15762800,158.92,144.93,24668170.0,2.5448
2019-10-08,147.42,147.93,146.11,146.46,135.0565,18110600,158.92,144.93,24094890.0,2.5609
2019-10-09,147.54,147.69,146.64,147.13,135.6743,10929500,158.92,144.93,22492840.0,2.4658
2019-10-10,147.34,148.5,147.1,147.72,136.2184,16349000,158.92,144.93,21377875.0,2.3897
2019-10-11,149.79,151.96,147.69,150.22,138.5237,29236300,158.75,144.93,21287550.0,2.524
2019-10-14,149.91,150.15,149.1,149.67,138.0166,10692600,157.82,144.93,20660050.0,2.4237
2019-10-15,150.17,152.13,149.79,151.39,139.6027,16801200,157.82,144.93,20350775.0,2.4263
2019-10-16,151.21,152.27,151.14,151.55,139.7502,13119100,157.82,144.93,20019945.0,2.3337
2019-10-17,152.29,153.51,152.05,153.34,141.4008,13175800,156.65,144.93,19602155.0,2.307
2019-10-18,152.93,153.5,151.45,152.61,140.7277,14490200,155.95,144.93,19191305.0,2.2886
2019-10-21,154.17,154.98,153.91,154.04,142.0464,17450300,155.29,144.93,19316590.0,2.2945
2019-10-22,154.2,155.05,153.74,154.21,142.2031,12471800,155.05,144.93,18561345.0,2.2241
2019-10-23,154.34,154.75,153.55,154.4,142.3783,8728000,155.05,144.93,17901870.0,2.151
2019-10-24,154.95,155.06,153.47,154.18,142.1754,9091400,155.06,144.93,17324360.0,2.1109
2019-10-25,153.91,155.53,153.9,155.0,142.9316,10531500,155.53,144.93,16841840.0,2.0766
2019-10-28,155.66,156.98,155.01,156.34,144.1673,15392400,156.98,144.93,16766190.0,2.0697
2019-10-29,156.01,157.34,155.86,156.85,144.6376,11978300,157.34,144.93,15660430.0,2.0275
2019-10-30,156.79,156.81,155.28,156.33,144.1581,14451500,157.34,144.93,15138275.0,1.9949
2019-10-31,156.1,156.1,154.24,155.45,143.3465,17344200,157.34,146.11,14737345.0,2.0017
2019-11-01,156.4,158.19,156.05,158.1,145.7902,18421600,158.19,146.11,14726405.0,2.0544
2019-11-04,159.4,159.7,158.47,158.95,146.574,16182000,159.7,146.11,14747365.0,2.0219
2019-11-05,159.4,160.46,158.97,159.15,146.7585,13760200,160.46,146.64,14529845.0,1.9854
2019-11-06,158.99,158.99,157.81,158.23,145.9101,16025500,160.46,147.1,14784645.0,1.9393
2019-11-07,159.74,160.17,158.17,158.65,146.2974,13448900,160.46,147.69,14639640.0,1.9436
2019-11-08,158.28,159.27,157.95,159.08,146.6939,11967400,160.46,149.1,13776195.0,1.8991
2019-11-11,158.03,158.9,157.88,158.78,146.4173,10508700,160.46,149.79,13767000.0,1.8491
2019-11-12,158.93,159.88,158.49,158.83,146.4634,14316900,160.46,151.14,13642785.0,1.8163
2019-11-13,157.74,158.5,157.19,158.15,145.8363,14514400,160.46,151.45,13712550.0,1.8037
2019-11-14,157.93,158.91,157.79,158.1,145.7902,13054000,160.46,151.45,13706460.0,1.7549
2019-11-15,159.23,159.29,158.35,158.92,146.5463,13119200,160.46,153.47,13637910.0,1.7146
2019-11-18,158.72,158.74,157.94,158.52,146.1776,10759500,160.46,153.47,13303370.0,1.6621
2019-11-19,159.11,159.7,158.31,159.11,146.7216,15203700,160.46,153.47,13439965.0,1.6427
2019-11-20,158.55,159.6,157.26,158.51,146.1683,21314300,160.46,153.47,14069280.0,1.6925
2019-11-21,158.82,158.89,157.23,157.73,145.449,15388300,160.46,153.9,14384125.0,1.6901
2019-11-22,158.31,158.54,157.35,158.22,145.9009,13482400,160.46,154.24,14531670.0,1.6544
2019-11-25,159.03,161.83,158.89,161.58,148.9993,24753000,161.83,154.24,14999700.0,1.7941
2019-11-26,161.75,162.54,161.29,161.69,149.1007,15496700,162.54,154.24,15175620.0,1.7552
2019-11-27,162.38,162.93,162.08,162.83,150.1519,13202500,162.93,154.24,15113170.0,1.7184
2019-11-29,162.41,162.79,161.67,161.77,149.1745,9988200,162.93,156.05,14745370.0,1.6785
2019-12-02,162.15,162.21,159.91,160.19,147.7175,17190900,162.93,157.19,14683835.0,1.7229
2019-12-03,158.82,159.76,158.1,159.68,147.2472,14884400,162.93,157.19,14618955.0,1.7492
2019-12-04,160.5,161.22,160.3,160.78,148.2616,10833200,162.93,157.19,14472605.0,1.7342
2019-12-05,161.47,161.65,160.45,160.94,148.4091,11470700,162.93,157.19,14244865.0,1.6961
2019-12-06,162.59,163.41,162.5,162.82,150.1427,16486200,163.41,157.19,14396730.0,1.7513
2019-12-09,162.75,163.16,162.39,162.51,149.8569,13476700,163.41,157.19,14472195.0,1.6812
2019-12-10,162.41,162.96,161.94,162.61,149.9491,13704400,163.41,157.19,14631980.0,1.634
2019-12-11,162.88,163.08,161.95,162.56,149.903,19612200,163.41,157.19,14896745.0,1.598
2019-12-12,162.75,165.1,162.25,163.96,151.194,24857000,165.1,157.23,15413875.0,1.6874
2019-12-13,163.73,164.81,162.55,163.33,150.6131,23279600,165.1,157.23,15925155.0,1.7283
2019-12-16,164.06,164.85,163.74,163.88,151.6746,20115300,165.1,157.23,16274960.0,1.7135
2019-12-17,164.14,164.7,163.7,164.7,152.4335,12980000,165.1,157.23,16385985.0,1.6625
2019-12-18,165.06,165.28,164.32,165.02,152.7297,15379300,165.28,157.23,16394765.0,1.6123
2019-12-19,165.28,165.73,164.88,165.73,153.3868,11919800,165.73,157.23,15925040.0,1.5579
2019-12-20,166.15,166.41,165.72,165.97,153.6089,25449500,166.41,157.35,16428100.0,1.4959
2019-12-23,166.24,166.36,165.36,166.3,153.9144,13372100,166.41,158.1,16422585.0,1.4605
2019-12-24,166.45,166.7,166.04,166.68,154.266,4334500,166.7,158.1,15401660.0,1.4033
2019-12-26,166.83,166.98,166.36,166.68,154.266,9371200,166.98,158.1,15095385.0,1.3473
2019-12-27,167.12,167.12,165.43,165.86,153.5071,12261800,167.12,158.1,15048350.0,1.3718
2019-12-30,165.98,166.21,164.57,165.44,153.1184,14912700,167.12,158.1,15294575.0,1.391
2019-12-31,165.08,166.35,164.71,165.67,153.3313,17362400,167.12,158.1,15303150.0,1.4088
2020-01-02,166.74,166.75,164.23,165.78,153.4331,18297500,167.12,160.3,15473805.0,1.4881
2020-01-03,163.74,165.41,163.7,165.13,152.8315,19295600,167.12,160.45,15896925.0,1.5304
2020-01-06,163.85,165.54,163.54,165.35,153.0351,17150900,167.12,161.94,16180935.0,1.5639
2020-01-07,164.85,165.34,164.21,164.8,152.5261,11817900,167.12,161.94,15947520.0,1.5337
2020-01-08,164.82,166.03,164.72,165.31,152.9981,13832400,167.12,161.94,15965305.0,1.5177
2020-01-09,166.12,166.45,165.26,165.51,153.1832,11895400,167.12,161.95,15874855.0,1.4943
2020-01-10,165.55,165.69,164.2,164.89,152.6094,15353000,167.12,162.25,15661895.0,1.494
2020-01-13,164.94,166.04,164.07,165.96,153.5997,17271100,167.12,162.55,15282600.0,1.528
2020-01-14,165.14,167.59,164.98,166.57,154.1642,18323000,167.59,163.54,15034770.0,1.6053
2020-01-15,166.15,167.95,166.14,167.37,154.9047,15437200,167.95,163.54,14800865.0,1.6199
2020-01-16,168.59,169.87,168.43,169.53,156.9038,19976200,169.87,163.54,15150675.0,1.6828
2020-01-17,170.28,170.56,168.67,169.07,156.4781,18306400,170.56,163.54,15297030.0,1.6976
2020-01-21,168.36,168.99,167.27,167.67,155.1823,17935100,170.56,163.54,15597795.0,1.7049
2020-01-22,168.19,168.62,167.18,167.56,155.0805,14916300,170.56,163.54,15071135.0,1.686
2020-01-23,167.1,167.97,165.45,167.45,154.9787,15954300,170.56,163.54,15200245.0,1.7455
2020-01-24,168.01,168.01,164.23,165.39,153.0721,20491400,170.56,163.54,16008090.0,1.8908
2020-01-27,162.85,164.49,162.42,163.51,151.3321,18539000,170.56,162.42,16466480.0,1.9679
2020-01-28,164.5,165.4,163.49,164.87,152.5909,16690400,170.56,162.42,16687910.0,1.9638
2020-01-29,165.1,165.56,163.9,163.93,151.7209,14944400,170.56,162.42,16689495.0,1.9421
2020-01-30,162.84,164.14,161.93,163.93,151.7209,21889700,170.56,161.93,16915860.0,1.9612
2020-01-31,163.32,163.92,160.03,160.53,148.5741,30439000,170.56,160.03,17522935.0,2.0997
2020-02-03,161.6,162.93,161.49,162.32,150.2308,17373200,170.56,160.03,17426815.0,2.1212
2020-02-04,164.31,165.31,164.16,164.77,152.4983,15994200,170.56,160.03,17368980.0,2.1832
2020-02-05,166.48,167.53,165.69,167.31,154.8491,17807000,170.56,160.03,17668435.0,2.2244
2020-02-06,167.89,168.15,166.76,166.93,154.4974,14768900,170.56,160.03,17715260.0,2.1648
2020-02-07,166.29,166.36,164.4,164.88,152.6001,18029600,170.56,160.03,18021970.0,2.1909
2020-02-10,164.56,165.89,164.46,165.81,153.4608,11428800,170.56,160.03,17825760.0,2.1366
